07.11.2022;258,25
08.11.2022;253,31
09.11.2022;253,08
10.11.2022;258,2
14.11.2022;267,73
15.11.2022;258,09
16.11.2022;257,09
17.11.2022;256,79
18.11.2022;256,62
21.11.2022;255,34
